Container is store 10000 elements:
0: It Cyclic cipher: ciphered_text = x, deciphered_text = a, Division = 97.0
7336: It Cyclic cipher: ciphered_text = fbkqynpdex, deciphered_text = njsygvxlmf, Division = 111.2
7337: It Symbols cipher: ciphered_text = fbesuhzodv, deciphered_text = ggyxnvbpwl, function_result = 111.2
7338: It Cyclic cipher: ciphered_text = ypquh, deciphered_text = bstxk, Division = 111.2
7339: It Symbols cipher: ciphered_text = whxes, deciphered_text = lxtjj, function_result = 111.2
7340: It Symbols cipher: ciphered_text = ovtwb, deciphered_text = zkfpq, function_result = 111.2
7341: It Cyclic cipher: ciphered_text = buhsq, deciphered_text = ibozx, Division = 111.2
7342: It Cyclic cipher: ciphered_text = aqsti, deciphered_text = csuvk, Division = 111.2
7343: It Symbols cipher: ciphered_text = qissedikiq, deciphered_text = zxgnpdmnpr, function_result = 111.2
7344: It Symbols cipher: ciphered_text = ltamtunyfs, deciphered_text = pbjimqtwtv, function_result = 111.2
7345: It Number cipher: ciphered_text =  182415144451020404830106491491201654, deciphered_text = llgsavrvisvvyjoeazwn, function_result = 111.2
7346: It Symbols cipher: ciphered_text = rquix, deciphered_text = myjyc, function_result = 111.2
7347: It Cyclic cipher: ciphered_text = dkwxd, deciphered_text = fmyzf, Division = 111.2
7348: It Cyclic cipher: ciphered_text = ukaon, deciphered_text = csiwv, Division = 111.2
7349: It Symbols cipher: ciphered_text = wdbua, deciphered_text = tetqn, function_result = 111.2
7350: It Symbols cipher: ciphered_text = mmenppwxxb, deciphered_text = qnyhsjlonr, function_result = 111.2
7351: It Symbols cipher: ciphered_text = gemnq, deciphered_text = urcnt, function_result = 111.2
7352: It Number cipher: ciphered_text =  2510015362132564014182416182072, deciphered_text = lpwphrrshxlsxdg, function_result = 111.2
7353: It Cyclic cipher: ciphered_text = doyii, deciphered_text = lwgqq, Division = 111.2
7354: It Cyclic cipher: ciphered_text = rzujr, deciphered_text = ygbqy, Division = 111.2
7355: It Cyclic cipher: ciphered_text = pcpky, deciphered_text = qdqlz, Division = 111.2
7356: It Symbols cipher: ciphered_text = acwuvbekga, deciphered_text = eetvfyythp, function_result = 111.2
7357: It Number cipher: ciphered_text =  144028272025206481035106027, deciphered_text = qtpqhnuaixuktql, function_result = 111.2
7358: It Cyclic cipher: ciphered_text = aozrl, deciphered_text = gufxr, Division = 111.2
7359: It Cyclic cipher: ciphered_text = efizf, deciphered_text = opsjp, Division = 111.2
7360: It Cyclic cipher: ciphered_text = lbrkn, deciphered_text = ukatw, Division = 111.2
7361: It Number cipher: ciphered_text =  24125663664270321006025633080701432, deciphered_text = krtuwypzbamewyyhdjm, function_result = 111.21052631578948
7362: It Number cipher: ciphered_text =  16906316185627156310501271818636656, deciphered_text = garzgtqpxeufttubrnz, function_result = 111.21052631578948
7363: It Number cipher: ciphered_text =  124068122811235725461416401856241, deciphered_text = sknofxrbnwjfzqnxesv, function_result = 111.21052631578948
7364: It Number cipher: ciphered_text =  840327070402480303610036404, deciphered_text = ycysqnlukosaiv, function_result = 111.21428571428571
7365: It Number cipher: ciphered_text =  10368018169356349241896, deciphered_text = lhzkgztqirojjx, function_result = 111.21428571428571
7366: It Number cipher: ciphered_text =  161614724010624785654542, deciphered_text = mscswtsjubzayl, function_result = 111.21428571428571
7367: It Number cipher: ciphered_text =  202458354535562416631210650544040, deciphered_text = yojhqjzodrfvvpscwo, function_result = 111.22222222222223
7368: It Symbols cipher: ciphered_text = ukoqbbjhe, deciphered_text = lboqozhvt, function_result = 111.22222222222223
7369: It Cyclic cipher: ciphered_text = chqlmouli, deciphered_text = fktoprxol, Division = 111.22222222222223
7370: It Number cipher: ciphered_text =  7254329104230279042126102010040542, deciphered_text = lykqkwutgprwnfpmil, function_result = 111.22222222222223
7371: It Symbols cipher: ciphered_text = torcapimr, deciphered_text = kzzvvccaw, function_result = 111.22222222222223
7372: It Symbols cipher: ciphered_text = fnmlplggt, deciphered_text = rmlwkrnvf, function_result = 111.22222222222223
7373: It Symbols cipher: ciphered_text = qdpqvnfcd, deciphered_text = wrskyggnm, function_result = 111.22222222222223
7374: It Symbols cipher: ciphered_text = yiiveymtl, deciphered_text = mgveptmtu, function_result = 111.22222222222223
7375: It Cyclic cipher: ciphered_text = mlrzjrcmw, deciphered_text = poucmufpz, Division = 111.22222222222223
7376: It Number cipher: ciphered_text =  308108020612322898902416634708, deciphered_text = nzqzxkdkevmsiijvjv, function_result = 111.22222222222223
7377: It Symbols cipher: ciphered_text = nsskeahag, deciphered_text = bzrxsdnzd, function_result = 111.22222222222223
7378: It Cyclic cipher: ciphered_text = soygkggkf, deciphered_text = bxhptppto, Division = 111.22222222222223
7379: It Symbols cipher: ciphered_text = wmxmdlznu, deciphered_text = guyskydsf, function_result = 111.22222222222223
7380: It Cyclic cipher: ciphered_text = urnaufbuf, deciphered_text = xuqdxiexi, Division = 111.22222222222223
7381: It Number cipher: ciphered_text =  902201036458035621028352448504890, deciphered_text = twpgvsllkhftzrklfy, function_result = 111.22222222222223
7382: It Symbols cipher: ciphered_text = zsazpncwv, deciphered_text = jnpufojzs, function_result = 111.22222222222223
7383: It Number cipher: ciphered_text =  401052081014489028182024161244518, deciphered_text = qmwhhwbiipeozszqzl, function_result = 111.22222222222223
7384: It Symbols cipher: ciphered_text = imaswwoyl, deciphered_text = wfngwrmvk, function_result = 111.22222222222223
7385: It Number cipher: ciphered_text =  48422201535253532104549249042801018, deciphered_text = hzfxfhorxpzgcutmxi, function_result = 111.22222222222223
7386: It Number cipher: ciphered_text =  4028247060607227432542418, deciphered_text = nsaphdpyrhwxv, function_result = 111.23076923076923
7387: It Number cipher: ciphered_text =  724036590304020472903670, deciphered_text = kewixysisqqmg, function_result = 111.23076923076923
7388: It Number cipher: ciphered_text =  206410205042630242051854, deciphered_text = mvpvgiipquqgv, function_result = 111.23076923076923
7389: It Number cipher: ciphered_text =  1815404881546406303531845110, deciphered_text = ukngshurzqpimrdyl, function_result = 111.23529411764706
7390: It Symbols cipher: ciphered_text = jzqr, deciphered_text = kstk, function_result = 111.25
7391: It Symbols cipher: ciphered_text = ixsx, deciphered_text = qltl, function_result = 111.25
7392: It Number cipher: ciphered_text =  40901004048423618362024, deciphered_text = tywgwunnhcip, function_result = 111.25
7393: It Cyclic cipher: ciphered_text = nhhnupst, deciphered_text = xrrxezcd, Division = 111.25
7394: It Number cipher: ciphered_text =  45156422421806410063650, deciphered_text = hnyczmewulro, function_result = 111.25
7395: It Number cipher: ciphered_text =  18545792843510075416, deciphered_text = yrbftpqwrqof, function_result = 111.25
7396: It Symbols cipher: ciphered_text = inyzhxmu, deciphered_text = rciyzzdk, function_result = 111.25
7397: It Cyclic cipher: ciphered_text = ztngxomo, deciphered_text = eyslctrt, Division = 111.25
7398: It Cyclic cipher: ciphered_text = mzpmjnnr, deciphered_text = pcspmqqu, Division = 111.25
7399: It Symbols cipher: ciphered_text = jcff, deciphered_text = ungs, function_result = 111.25
7400: It Cyclic cipher: ciphered_text = ruxl, deciphered_text = uxao, Division = 111.25
7401: It Number cipher: ciphered_text =  4032106418104047804094482030331435, deciphered_text = zphpsgvxtiwcuknfnpoo, function_result = 111.25
7402: It Number cipher: ciphered_text =  3228205610154297353251864690122826, deciphered_text = lpogwwcsrkkywzmsgdks, function_result = 111.25
7403: It Cyclic cipher: ciphered_text = ydsfrnvf, deciphered_text = zetgsowg, Division = 111.25
7404: It Cyclic cipher: ciphered_text = ujbthpjo, deciphered_text = dskcqysx, Division = 111.25
7405: It Cyclic cipher: ciphered_text = vfrlhmql, deciphered_text = akwqmrvq, Division = 111.25
7406: It Number cipher: ciphered_text =  45481235106328279301428, deciphered_text = iwtumudsufpj, function_result = 111.25
7407: It Cyclic cipher: ciphered_text = hhry, deciphered_text = ooyf, Division = 111.25
7408: It Cyclic cipher: ciphered_text = vohd, deciphered_text = yrkg, Division = 111.25
7409: It Cyclic cipher: ciphered_text = pthm, deciphered_text = quin, Division = 111.25
7410: It Cyclic cipher: ciphered_text = dyhn, deciphered_text = mhqw, Division = 111.25
7411: It Symbols cipher: ciphered_text = bhuz, deciphered_text = vyck, function_result = 111.25
7412: It Number cipher: ciphered_text =  63290402427181024274042, deciphered_text = dgijyzqoupjw, function_result = 111.25
7413: It Number cipher: ciphered_text =  40632548452430167060930, deciphered_text = ywpbqmunomoi, function_result = 111.25
7414: It Number cipher: ciphered_text =  563664452040634030724870, deciphered_text = qkscrtwrehxq, function_result = 111.25
7415: It Number cipher: ciphered_text =  4010056351416421224166020, deciphered_text = zetjevunaswq, function_result = 111.25
7416: It Symbols cipher: ciphered_text = fhak, deciphered_text = rrjo, function_result = 111.25
7417: It Symbols cipher: ciphered_text = admi, deciphered_text = sxgk, function_result = 111.25
7418: It Cyclic cipher: ciphered_text = srkoijuw, deciphered_text = yxquopac, Division = 111.25
7419: It Symbols cipher: ciphered_text = hguz, deciphered_text = xqki, function_result = 111.25
7420: It Cyclic cipher: ciphered_text = ypiw, deciphered_text = izsg, Division = 111.25
7421: It Symbols cipher: ciphered_text = xfvzzcbm, deciphered_text = wotkqpdp, function_result = 111.25
7422: It Number cipher: ciphered_text =  4027803683224832121620, deciphered_text = csrdssprszog, function_result = 111.25
7423: It Number cipher: ciphered_text =  7802712121362445201218, deciphered_text = numpbprczzug, function_result = 111.25
7424: It Cyclic cipher: ciphered_text = tjds, deciphered_text = vlfu, Division = 111.25
7425: It Number cipher: ciphered_text =  604979545452274972516504362524, deciphered_text = toqrfqruyonidnkkkxt, function_result = 111.26315789473684
7426: It Number cipher: ciphered_text =  810809016353056907230281614351870340, deciphered_text = psihpqowosphjoazmuw, function_result = 111.26315789473684
7427: It Number cipher: ciphered_text =  123677049165812247632451, deciphered_text = zbyflzypvdmseht, function_result = 111.26666666666667
7428: It Number cipher: ciphered_text =  1448121015277912272449121236, deciphered_text = hzwrlwxgseebouu, function_result = 111.26666666666667
7429: It Number cipher: ciphered_text =  729070805627453243220241440109121, deciphered_text = jtfkchyzqwcuhetsyy, function_result = 111.27777777777777
7430: It Number cipher: ciphered_text =  723082021397272790245187090358, deciphered_text = xrrwdkpouavrsbhyrl, function_result = 111.27777777777777
7431: It Number cipher: ciphered_text =  12722416903236282116369254206184, deciphered_text = vshmhmubdyjzdwnxvq, function_result = 111.27777777777777
7432: It Number cipher: ciphered_text =  401892423680181010203126032548, deciphered_text = hxotyisvyhunbczdjt, function_result = 111.27777777777777
7433: It Symbols cipher: ciphered_text = zoggwws, deciphered_text = yprlhom, function_result = 111.28571428571429
7434: It Symbols cipher: ciphered_text = pxpqmdy, deciphered_text = dvfftyx, function_result = 111.28571428571429
7435: It Symbols cipher: ciphered_text = tuapuxk, deciphered_text = xomwdgu, function_result = 111.28571428571429
7436: It Number cipher: ciphered_text =  768645305247235840170, deciphered_text = oqnuqjyclsqlyg, function_result = 111.28571428571429
7437: It Cyclic cipher: ciphered_text = wfixero, deciphered_text = xgjyfsp, Division = 111.28571428571429
7438: It Symbols cipher: ciphered_text = illsndi, deciphered_text = lptxtif, function_result = 111.28571428571429
7439: It Cyclic cipher: ciphered_text = loddyrm, deciphered_text = rujjexs, Division = 111.28571428571429
7440: It Symbols cipher: ciphered_text = yotphfu, deciphered_text = taulvqn, function_result = 111.28571428571429
7441: It Cyclic cipher: ciphered_text = jfveqcg, deciphered_text = soenzlp, Division = 111.28571428571429
7442: It Cyclic cipher: ciphered_text = tpxphdl, deciphered_text = uqyqiem, Division = 111.28571428571429
7443: It Cyclic cipher: ciphered_text = amqkwft, deciphered_text = gswqclz, Division = 111.28571428571429
7444: It Number cipher: ciphered_text =  1816161863420630124214813, deciphered_text = tazrcuswhohzeu, function_result = 111.28571428571429
7445: It Cyclic cipher: ciphered_text = lwoznjl, deciphered_text = ozrcqmo, Division = 111.28571428571429
7446: It Symbols cipher: ciphered_text = whvkcqh, deciphered_text = vjxahuu, function_result = 111.28571428571429
7447: It Symbols cipher: ciphered_text = jklaxcg, deciphered_text = mubyavw, function_result = 111.28571428571429
7448: It Number cipher: ciphered_text =  20104010036807235122036546464203554, deciphered_text = ogbfcrjsvsktxzkyv, function_result = 111.29411764705883
7449: It Number cipher: ciphered_text =  2112201654302716409721264367238, deciphered_text = jcxvepktyomguvexq, function_result = 111.29411764705883
7450: It Number cipher: ciphered_text =  993684036252727604203040363527, deciphered_text = nyryvvwbarzqkiarh, function_result = 111.29411764705883
7451: It Cyclic cipher: ciphered_text = ecmvfjfnrp, deciphered_text = igqzjnjrvt, Division = 111.3
7452: It Symbols cipher: ciphered_text = lkpigcuxwl, deciphered_text = harximrvwq, function_result = 111.3
7453: It Cyclic cipher: ciphered_text = gqsfpxusig, deciphered_text = mwylvdayom, Division = 111.3
7454: It Number cipher: ciphered_text =  54244510282544100356391040502872721464, deciphered_text = rlvivedjpmulwyzklyjj, function_result = 111.3
7455: It Symbols cipher: ciphered_text = xfbyngtgif, deciphered_text = zycjkxwnpa, function_result = 111.3
7456: It Cyclic cipher: ciphered_text = bubjjsiloc, deciphered_text = gzgooxnqth, Division = 111.3
7457: It Number cipher: ciphered_text =  351224436184981885612101024948810027, deciphered_text = wkxhzmgxjclxzmezazrf, function_result = 111.3
7458: It Cyclic cipher: ciphered_text = ogndqwejks, deciphered_text = wovlyemrsa, Division = 111.3
7459: It Number cipher: ciphered_text =  127272722272560357127056, deciphered_text = wibcsuzolxjlw, function_result = 111.3076923076923
7460: It Number cipher: ciphered_text =  672010128618102142482435183, deciphered_text = kpnxiejjwtzkiuqs, function_result = 111.3125
7461: It Number cipher: ciphered_text =  6246665986442436164690, deciphered_text = yjiynynfdzzqnfjn, function_result = 111.3125
7462: It Number cipher: ciphered_text =  21904080949404040879090503045, deciphered_text = yypyecrhzvsenlrd, function_result = 111.3125
7463: It Number cipher: ciphered_text =  2030103518277024424834018728, deciphered_text = sjqswjqhzyvbshcq, function_result = 111.3125
7464: It Number cipher: ciphered_text =  3756120323663568710010163221213070, deciphered_text = ldtufimrytbzqqrrmjv, function_result = 111.3157894736842
7465: It Cyclic cipher: ciphered_text = spkzandfm, deciphered_text = yvqfgtjls, Division = 111.33333333333333
7466: It Symbols cipher: ciphered_text = ddn, deciphered_text = iov, function_result = 111.33333333333333
7467: It Number cipher: ciphered_text =  906646385210248160125162018163, deciphered_text = cgyizkkyzpxardsqiy, function_result = 111.33333333333333
7468: It Symbols cipher: ciphered_text = sgp, deciphered_text = htr, function_result = 111.33333333333333
7469: It Cyclic cipher: ciphered_text = memmhsfld, deciphered_text = rjrrmxkqi, Division = 111.33333333333333
7470: It Symbols cipher: ciphered_text = affwerkto, deciphered_text = witfynscs, function_result = 111.33333333333333
7471: It Cyclic cipher: ciphered_text = rhy, deciphered_text = yof, Division = 111.33333333333333
7472: It Cyclic cipher: ciphered_text = kozrpxvur, deciphered_text = ptewucazw, Division = 111.33333333333333
7473: It Cyclic cipher: ciphered_text = umpual, deciphered_text = ewzekv, Division = 111.33333333333333
7474: It Cyclic cipher: ciphered_text = nam, deciphered_text = tgs, Division = 111.33333333333333
7475: It Symbols cipher: ciphered_text = zjmryfnrz, deciphered_text = jimwlzmfz, function_result = 111.33333333333333
7476: It Number cipher: ciphered_text =  1036357214904402110860, deciphered_text = rjyzqrmsdghs, function_result = 111.33333333333333
7477: It Cyclic cipher: ciphered_text = lznkup, deciphered_text = ocqnxs, Division = 111.33333333333333
7478: It Cyclic cipher: ciphered_text = pctivcryu, deciphered_text = sfwlyfubx, Division = 111.33333333333333
7479: It Symbols cipher: ciphered_text = qghmgxzdr, deciphered_text = qmyvifvll, function_result = 111.33333333333333
7480: It Symbols cipher: ciphered_text = ywydzwmoc, deciphered_text = svnlseptk, function_result = 111.33333333333333
7481: It Symbols cipher: ciphered_text = hzu, deciphered_text = lzh, function_result = 111.33333333333333
7482: It Symbols cipher: ciphered_text = thm, deciphered_text = sgt, function_result = 111.33333333333333
7483: It Cyclic cipher: ciphered_text = nrzest, deciphered_text = uyglza, Division = 111.33333333333333
7484: It Cyclic cipher: ciphered_text = jpzattxwo, deciphered_text = kqabuuyxp, Division = 111.33333333333333
7485: It Cyclic cipher: ciphered_text = ndvrphujm, deciphered_text = xnfbzretw, Division = 111.33333333333333
7486: It Cyclic cipher: ciphered_text = ndm, deciphered_text = sir, Division = 111.33333333333333
7487: It Number cipher: ciphered_text =  70304860670201835125650205645, deciphered_text = zjzxuqcfxrjlzfa, function_result = 111.33333333333333
7488: It Number cipher: ciphered_text =  1018241041018302863636, deciphered_text = tmoznoenhpvp, function_result = 111.33333333333333
7489: It Symbols cipher: ciphered_text = vbwryk, deciphered_text = lvzget, function_result = 111.33333333333333
7490: It Number cipher: ciphered_text =  4030703556909310247024, deciphered_text = senofpxxbtwp, function_result = 111.33333333333333
7491: It Symbols cipher: ciphered_text = qld, deciphered_text = omr, function_result = 111.33333333333333
7492: It Symbols cipher: ciphered_text = myq, deciphered_text = opo, function_result = 111.33333333333333
7493: It Cyclic cipher: ciphered_text = znpjsutgd, deciphered_text = cqsmvxwjg, Division = 111.33333333333333
7494: It Cyclic cipher: ciphered_text = woj, deciphered_text = ewr, Division = 111.33333333333333
7495: It Symbols cipher: ciphered_text = kctzjc, deciphered_text = dykzln, function_result = 111.33333333333333
7496: It Number cipher: ciphered_text =  661814128142028215070, deciphered_text = qhovpxdpmiwq, function_result = 111.33333333333333
7497: It Symbols cipher: ciphered_text = pedkexogy, deciphered_text = stjyjkwhl, function_result = 111.33333333333333
7498: It Symbols cipher: ciphered_text = wcc, deciphered_text = cxs, function_result = 111.33333333333333
7499: It Cyclic cipher: ciphered_text = fthmevuao, deciphered_text = iwkphyxdr, Division = 111.33333333333333
7500: It Cyclic cipher: ciphered_text = gmnjku, deciphered_text = ntuqrb, Division = 111.33333333333333
7501: It Symbols cipher: ciphered_text = wxh, deciphered_text = rpl, function_result = 111.33333333333333
7502: It Symbols cipher: ciphered_text = uvscnc, deciphered_text = myvlrb, function_result = 111.33333333333333
7503: It Cyclic cipher: ciphered_text = rfa, deciphered_text = ymh, Division = 111.33333333333333
7504: It Cyclic cipher: ciphered_text = cnvxfrolo, deciphered_text = dowygspmp, Division = 111.33333333333333
7505: It Symbols cipher: ciphered_text = nfs, deciphered_text = wbu, function_result = 111.33333333333333
7506: It Symbols cipher: ciphered_text = ibz, deciphered_text = qxe, function_result = 111.33333333333333
7507: It Symbols cipher: ciphered_text = iuquzesed, deciphered_text = nryrjaltt, function_result = 111.33333333333333
7508: It Symbols cipher: ciphered_text = pua, deciphered_text = xim, function_result = 111.33333333333333
7509: It Symbols cipher: ciphered_text = skw, deciphered_text = ptj, function_result = 111.33333333333333
7510: It Symbols cipher: ciphered_text = czi, deciphered_text = etu, function_result = 111.33333333333333
7511: It Symbols cipher: ciphered_text = zgngzb, deciphered_text = flszvg, function_result = 111.33333333333333
7512: It Cyclic cipher: ciphered_text = dpe, deciphered_text = kwl, Division = 111.33333333333333
7513: It Cyclic cipher: ciphered_text = sxz, deciphered_text = tya, Division = 111.33333333333333
7514: It Symbols cipher: ciphered_text = wgaxzi, deciphered_text = rvelot, function_result = 111.33333333333333
7515: It Symbols cipher: ciphered_text = kaxrya, deciphered_text = jkwcxu, function_result = 111.33333333333333
7516: It Symbols cipher: ciphered_text = tkx, deciphered_text = swd, function_result = 111.33333333333333
7517: It Symbols cipher: ciphered_text = nkh, deciphered_text = piu, function_result = 111.33333333333333
7518: It Number cipher: ciphered_text =  60201425321870541863432987010030, deciphered_text = wzdwatmmgrljogzzuk, function_result = 111.33333333333333
7519: It Symbols cipher: ciphered_text = spokunfyv, deciphered_text = yuctythig, function_result = 111.33333333333333
7520: It Symbols cipher: ciphered_text = fpy, deciphered_text = gny, function_result = 111.33333333333333
7521: It Number cipher: ciphered_text =  3205901063702416404018, deciphered_text = mtxqqkvegyqf, function_result = 111.33333333333333
7522: It Symbols cipher: ciphered_text = lqr, deciphered_text = xhn, function_result = 111.33333333333333
7523: It Symbols cipher: ciphered_text = ipb, deciphered_text = csx, function_result = 111.33333333333333
7524: It Symbols cipher: ciphered_text = vnmbcehei, deciphered_text = rjjzmcuup, function_result = 111.33333333333333
7525: It Cyclic cipher: ciphered_text = lhizwplxn, deciphered_text = tpqhextfv, Division = 111.33333333333333
7526: It Number cipher: ciphered_text =  901630477021813050872024403640, deciphered_text = tizrutudojtfqpvdkp, function_result = 111.33333333333333
7527: It Cyclic cipher: ciphered_text = epj, deciphered_text = juo, Division = 111.33333333333333
7528: It Cyclic cipher: ciphered_text = lptzmllys, deciphered_text = mquanmmzt, Division = 111.33333333333333
7529: It Number cipher: ciphered_text =  123640612401480721579162591415408124, deciphered_text = xljlmfnxzhglkpzwsdyo, function_result = 111.35
7530: It Number cipher: ciphered_text =  7070126307730167016162870324540155670, deciphered_text = usrxlnpiqrsznwjgscco, function_result = 111.35
7531: It Number cipher: ciphered_text =  849901864816080804207054101879018564, deciphered_text = wowvkglmfvtnezohpdvw, function_result = 111.35
7532: It Number cipher: ciphered_text =  204030728155420243635715646948, deciphered_text = nkdyouxogkmuppvft, function_result = 111.3529411764706
7533: It Number cipher: ciphered_text =  3485654154100701003088186080249, deciphered_text = thojshhpziytderzx, function_result = 111.3529411764706
7534: It Number cipher: ciphered_text =  80543021158192181616263102240, deciphered_text = iocgfqqlprmxvwzwj, function_result = 111.3529411764706
7535: It Number cipher: ciphered_text =  1210024815432068486042326, deciphered_text = tfnzumezntukgk, function_result = 111.35714285714286
7536: It Number cipher: ciphered_text =  401245936188130146320255012452150, deciphered_text = xpgxtvprpwdcweqijiz, function_result = 111.36842105263158
7537: It Number cipher: ciphered_text =  207018326626361690205470214036618, deciphered_text = zadslgsrwusmatoivxs, function_result = 111.36842105263158
7538: It Number cipher: ciphered_text =  5924494810155463404852025703090428, deciphered_text = afxpwpttsslnpcyexvg, function_result = 111.36842105263158
7539: It Number cipher: ciphered_text =  814521725304042212110706356212308035, deciphered_text = sqmfvrkvundqgspmwui, function_result = 111.36842105263158
7540: It Number cipher: ciphered_text =  121254030476370412906362850157254, deciphered_text = ydpemwtxvmfyounenqj, function_result = 111.36842105263158
7541: It Number cipher: ciphered_text =  80907281530304242561849544839063609, deciphered_text = jvwriwwuiczepvjllzb, function_result = 111.36842105263158
7542: It Number cipher: ciphered_text =  16642184506354230285015123635425614, deciphered_text = czysycwjhlzyoqwdudc, function_result = 111.36842105263158
7543: It Symbols cipher: ciphered_text = mkszfnbk, deciphered_text = ztgnjayt, function_result = 111.375
7544: It Number cipher: ciphered_text =  5463561618616318948850904040, deciphered_text = yugtpthpngkvqwbq, function_result = 111.375
7545: It Symbols cipher: ciphered_text = bsmjztae, deciphered_text = tznfjuiq, function_result = 111.375
7546: It Cyclic cipher: ciphered_text = onvkynms, deciphered_text = qpxmapou, Division = 111.375
7547: It Cyclic cipher: ciphered_text = lvnslzgq, deciphered_text = uewbuipz, Division = 111.375
7548: It Symbols cipher: ciphered_text = recjeiig, deciphered_text = eknwhrzr, function_result = 111.375
7549: It Cyclic cipher: ciphered_text = xnjhshnv, deciphered_text = euqozouc, Division = 111.375
7550: It Number cipher: ciphered_text =  70100202527040143014021325048, deciphered_text = nohqzgnkummevzhz, function_result = 111.375
7551: It Number cipher: ciphered_text =  1820101021690488167020209460, deciphered_text = glglzohyvryiwqpd, function_result = 111.375
7552: It Cyclic cipher: ciphered_text = htiwwdsa, deciphered_text = jvkyyfuc, Division = 111.375
7553: It Symbols cipher: ciphered_text = ymqfewql, deciphered_text = xguirhyk, function_result = 111.375
7554: It Symbols cipher: ciphered_text = wrqfrfnv, deciphered_text = iqssivyc, function_result = 111.375
7555: It Cyclic cipher: ciphered_text = rwfynoie, deciphered_text = sxgzopjf, Division = 111.375
7556: It Symbols cipher: ciphered_text = ckuefldv, deciphered_text = zpwdkwmg, function_result = 111.375
7557: It Symbols cipher: ciphered_text = xfnvuqyt, deciphered_text = wvsbtrlg, function_result = 111.375
7558: It Number cipher: ciphered_text =  271263301225646414181230181510, deciphered_text = rozfjvywjbmrtgpo, function_result = 111.375
7559: It Cyclic cipher: ciphered_text = bmptvqcv, deciphered_text = cnquwrdw, Division = 111.375
7560: It Cyclic cipher: ciphered_text = sphjrokb, deciphered_text = vskmurne, Division = 111.375
7561: It Cyclic cipher: ciphered_text = wqjxijlx, deciphered_text = fzsgrsug, Division = 111.375
7562: It Symbols cipher: ciphered_text = kcnkryyj, deciphered_text = qllmyeur, function_result = 111.375
7563: It Cyclic cipher: ciphered_text = nhkqauxk, deciphered_text = pjmscwzm, Division = 111.375
7564: It Number cipher: ciphered_text =  3045634215206048183630560, deciphered_text = hoptixgrvrzel, function_result = 111.38461538461539
7565: It Number cipher: ciphered_text =  187152410634518491612166, deciphered_text = lthwypdfzolgz, function_result = 111.38461538461539
7566: It Number cipher: ciphered_text =  64365416227490168901890, deciphered_text = uvgxslyqjbnmn, function_result = 111.38461538461539
7567: It Number cipher: ciphered_text =  701030831863708647638, deciphered_text = lksmttnyyhdlq, function_result = 111.38461538461539
7568: It Number cipher: ciphered_text =  748403670630122845202081126372530, deciphered_text = rxgyepekcqqtxquvcv, function_result = 111.38888888888889
7569: It Number cipher: ciphered_text =  21181842901542409634012166027212727, deciphered_text = okvjddwmlhzqigzyxu, function_result = 111.38888888888889
7570: It Number cipher: ciphered_text =  705618141212162828122441235100486, deciphered_text = ezvrztimvnsczqamub, function_result = 111.38888888888889
7571: It Number cipher: ciphered_text =  7040903710094049856601018648640, deciphered_text = xldocrhyxtouiwhxbv, function_result = 111.38888888888889
7572: It Number cipher: ciphered_text =  1840128172637090101412304520206135, deciphered_text = yjzpdifatissymxxev, function_result = 111.38888888888889
7573: It Cyclic cipher: ciphered_text = ogtbh, deciphered_text = tlygm, Division = 111.4
7574: It Cyclic cipher: ciphered_text = kppzs, deciphered_text = nsscv, Division = 111.4
7575: It Cyclic cipher: ciphered_text = cfkjq, deciphered_text = ilqpw, Division = 111.4
7576: It Cyclic cipher: ciphered_text = mzefr, deciphered_text = tglmy, Division = 111.4
7577: It Cyclic cipher: ciphered_text = fluynlspqb, deciphered_text = gmvzomtqrc, Division = 111.4
7578: It Number cipher: ciphered_text =  484884812153561245182442806920808145, deciphered_text = pczupfoxprxlnxannhou, function_result = 111.4
7579: It Number cipher: ciphered_text =  70124010128010161214228401512302124423, deciphered_text = bbszetttymnmwvlnxlsc, function_result = 111.4
7580: It Number cipher: ciphered_text =  273545501224151840211224182416, deciphered_text = qkizvuxxlneieyg, function_result = 111.4
7581: It Symbols cipher: ciphered_text = sbugn, deciphered_text = xmgsn, function_result = 111.4
7582: It Symbols cipher: ciphered_text = wmnztoldwk, deciphered_text = zknkdtqpvm, function_result = 111.4
7583: It Cyclic cipher: ciphered_text = yftsh, deciphered_text = dkyxm, Division = 111.4
7584: It Cyclic cipher: ciphered_text = hippw, deciphered_text = ijqqx, Division = 111.4
7585: It Symbols cipher: ciphered_text = lirfxrgzgv, deciphered_text = xhjyiqrmgw, function_result = 111.4
7586: It Cyclic cipher: ciphered_text = gftfw, deciphered_text = jiwiz, Division = 111.4
7587: It Cyclic cipher: ciphered_text = zvwcx, deciphered_text = awxdy, Division = 111.4
7588: It Cyclic cipher: ciphered_text = nhmxeevnyn, deciphered_text = oinyffwozo, Division = 111.4
7589: It Cyclic cipher: ciphered_text = zrwgllswki, deciphered_text = btyinnuymk, Division = 111.4
7590: It Number cipher: ciphered_text =  5279848746350504556602036, deciphered_text = wicvqssjukicutx, function_result = 111.4
7591: It Symbols cipher: ciphered_text = lnwzw, deciphered_text = rtgxh, function_result = 111.4
7592: It Cyclic cipher: ciphered_text = nhalunepqb, deciphered_text = uohsbulwxi, Division = 111.4
7593: It Cyclic cipher: ciphered_text = ebiktnuvky, deciphered_text = ifmoxryzoc, Division = 111.4
